id,name,description,themes,genre
1003725,the virgin spring,"devout christian tre and mreta send their only daughter , the virginal karin , and their foster daughter , the unrepentant ingeri , to deliver candle to a distant church . on their way through the wood , the girl encounter a group of savage goat herder who brutally rape and murder karin a ingeri remains hidden . when the killer unwittingly seek refuge in the farmhouse of tre and mreta , tre plot a fitting revenge .","intense violence and sexual transgression , faith and religion , humanity and the world around u , gripping , intense violent crime , graphic violence and brutal revenge , religious faith , sin , and forgiveness , heartbreaking and moving family drama , gory , gruesome , and slasher horror",Drama
1020945,warrior of future,"when a meteor carrying a destructive plant strike the world , a suicide squad is given hour to save their postapocalyptic city from total collapse .","monster , alien , scifi and the apocalypse , thoughtprovoking scifi action and future technology , actionpacked space and alien saga , dangerous technology and the apocalypse , imaginative space odyssey and alien encounter , superheroes in actionpacked battle with villain",Drama
1004156,reprise,"two competitive friend , fueled by literary aspiration and youthful exuberance , endure the pang of love , depression and burgeoning career .","moving relationship story , humanity and the world around u , powerful story of heartbreak and suffering , quirky and endearing relationship , emotional teen comingofage story , captivating relationship and charming romance , surreal and thoughtprovoking vision of life and death",Drama
1012620,all that money can buy,"farmer jabez stone , about to lose his land , agrees to sell his soul to the devil , known a mr. scratch , who give jabez seven year to enjoy the fruit of his sale before he collect . over that time , jabez pay off his debt and help many neighboring farmer , then becomes an advocate for the upstanding sen. daniel webster . when jabezs contract with mr. scratch concludes , he desperately turn to webster to represent him in a trial for his soul .","faith and religion , terrifying , haunted , and supernatural horror",Drama
1031362,jalsa,"a hit and run of an 18yearold girl becomes the hub of a wheel that set into motion many a spoke a journalist , a raging mother , a cop and a system all caught in an ethical dilemma . question are raised only to realize that the truth is rarely pure and never simple .","humanity and the world around u , intense political and terrorist thriller",Drama
1014724,the program,"an irish sport journalist becomes convinced that lance armstrong performance during the tour de france victory are fueled by banned substance . with this conviction , he start hunting for evidence that will expose armstrong .","epic history and literature , underdog fighting and boxing story",Drama
1064718,copenhagen,"no one know for sure what transpired when german physicist werner heisenberg met with his jewish danish counterpart , niels bohr , in copenhagen the event became the stuff of modern scientific mythology . director howard davy put his spin on the momentous meeting that occurred one night in september 1941 , during which the longtime friend entered into a dangerous discussion about physic and politics .","war and historical adventure , nazi and world war ii",Drama
1001402,day of heaven,"in 1910 , a chicago steel worker accidentally kill his supervisor and flees to the texas panhandle with his girlfriend and little sister to work harvesting wheat in the field of a stoic farmer . a love triangle , a swarm of locust , a hellish firemalick capture it all with dreamlike authenticity , creating at once a timeless american idyll and a gritty evocation of turnofthecentury labor .","humanity and the world around u , moving relationship story , passion and romance , captivating relationship and charming romance , surreal and thoughtprovoking vision of life and death , heartbreaking and moving family drama , powerful story of heartbreak and suffering",Drama
1026325,the ledge,a thriller in which a battle of philosophy between a fundamentalist christian and an atheist escalates into a lethal battle of will .,"faith and religion , religious faith , sin , and forgiveness , faith and spiritual journey , passion and romance , twisted dark psychological thriller , noir and dark crime drama",Drama
1013617,feud,"anthology series of famous feud with the first season based on the legendary rivalry between bette davis and joan crawford which began early on their career , climaxed on the set of whatever happened to baby jane ? and evolved into an oscar vendetta .","humanity and the world around u , powerful story of heartbreak and suffering",Drama
1004614,fist of fury,"chen zhen return to the international compound of china only to learn of his beloved teacher death . this is compounded by the continual racist harassment by the japanese population in the area . unlike his friend , he confronts it head on with his mastery of martial art while investigating his teacher murder .","epic hero , intense combat and martial art , violent action , gun , and crime",Drama
1003205,the wave,a school teacher discus type of government with his class . his student find it too boring to repeatedly go over national socialism and believe that dictatorship can not be established in modern germany . he start an experiment to show how easily the mass can become manipulated .,"underdog and coming of age , politics and human right , student comingofage challenge , nazi and world war ii , riveting political and presidential drama , political drama , patriotism , and war , politics , propaganda , and political documentary",Drama
1003157,leviathan,"in a russian coastal town , kolya is forced to fight the corrupt mayor when he is told that his house will be demolished . he recruit a lawyer friend to help , but the man arrival brings further misfortune for kolya and his family .","faith and religion , politics and human right , religious faith , sin , and forgiveness , political drama , patriotism , and war , enduring story of family and marital drama , politics , propaganda , and political documentary , riveting political and presidential drama",Drama
1003106,the crane are flying,"veronika and boris come together in moscow shortly before world war ii . walking along the river , they watch crane fly overhead , and promise to rendezvous before boris leaf to fight . boris miss the meeting and is off to the front line , while veronika wait patiently , sending letter faithfully . after her house is bombed , veronika move in with boris family , into the company of a cousin with his own intention .","war and historical adventure , humanity and the world around u , moving relationship story , political drama , patriotism , and war , military combat and heroic soldier , nazi and world war ii , passion and romance , surreal and thoughtprovoking vision of life and death",Drama
1002673,precious,"set in harlem in 1987 , claireece precious jones is a 16yearold african american girl born into a life no one would want . shes pregnant for the second time by her absent father at home , she must wait hand and foot on her mother , an angry woman who abuse her emotionally and physically . school is chaotic and precious ha reached the ninth grade with good mark and a secretshe cant read .","intense violence and sexual transgression , moving relationship story , student comingofage challenge , emotional and touching family drama , emotional teen comingofage story , challenging or sexual theme twist , powerful story of heartbreak and suffering",Drama
1007174,jezebel,"in 1850s louisiana , the willfulness of a tempestuous southern belle threatens to destroy all who care for her .","epic history and literature , racism and the powerful fight for justice",Drama
1012460,meander,"after getting a car ride from an unknown man , lisa wake up in a tube . on her arm is strapped a bracelet with a countdown . she quickly understands that every 8 minute , fire burn an occupied section . she ha no choice but to crawl into safe section to survive . to know why shes there and how to get out , lisa will have to face the memory of her dead daughter","horror , the undead and monster classic , twisted dark psychological thriller , terrifying , haunted , and supernatural horror , gory , gruesome , and slasher horror , scifi horror , creature , and alien , surreal and thoughtprovoking vision of life and death",Drama
1005067,the wrong man,"in 1953 , an innocent man named christopher emmanuel manny balestrero is arrested after being mistaken for an armed robber .","thriller and murder mystery , noir and dark crime drama , suspenseful crime thriller , heist and thrilling action , intriguing and suspenseful murder mystery , terrifying , haunted , and supernatural horror",Drama
1022759,lemon tree,"salma zidane , a widow , life simply from her grove of lemon tree in the west bank occupied territory . the israeli defence minister and his wife move next door , forcing the secret service to order the tree removal for security . the stoic salma seek assistance from the palestinian authority , israeli army , and a young attorney , ziad daud , who take the case . in this allegory , doe david stand a chance against goliath ?","politics and human right , heartbreaking and moving family drama , enduring story of family and marital drama , politics , propaganda , and political documentary",Drama
1008391,the burmese harp,"in burma during the closing day of wwii , a japanese soldier separated from his unit disguise himself a a buddhist monk to escape imprisonment a a pow .","war and historical adventure , military combat and heroic soldier , historical battle and epic heroism",Drama
1006356,pawn sacrifice,american chess champion bobby fischer prepares for a legendary matchup against russian boris spassky .,"politics and human right , riveting political and presidential drama , political drama , patriotism , and war , exciting spy thriller with tense intrigue , underdog fighting and boxing story , inspiring sport underdog story",Drama
1151268,american gun,a father us the serial number on a hand gun in an attempt to track down his daughter killer . the truth he uncovers is an unsettling reminder of the danger of keeping handgun .,"moving relationship story , suspenseful crime thriller , gripping , intense violent crime , heartbreaking and moving family drama , emotional and touching family drama , powerful story of heartbreak and suffering",Drama
1001823,the santa clause,"scott calvin is an ordinary man , who accidentally cause santa claus to fall from his roof on christmas eve and is knocked unconscious . when he and his young son finish santa trip and delivery , they go to the north pole , where scott learns he must become the new santa and convince those he love that he is indeed , father christmas .","crude humor and satire , holiday joy and heartwarming christmas , kid animated fun and adventure , funny joke and crude humor , gag , joke , and slapstick humor , amusing joke and witty satire",Drama
1011185,a long way down,"four lost soulsa disgraced tv presenter , a foulmouthed teen , an isolated single mother , and a solipsistic musodecide to end their life on the same night , new year eve . when this disillusioned quartet of stranger meet unintentionally at the same suicide hotspot , a london highrise with the wellearned nickname topper tower , they mutually agree to call off their plan for six week , forming an unconventional , dysfunctional family . they become medium sensation a the topper house four and search together for the reason to keep on living .","moving relationship story , crude humor and satire , relationship comedy , quirky and endearing relationship , touching and sentimental family story , laughoutloud relationship entanglement , charming romance and delightful chemistry , powerful story of heartbreak and suffering",Drama
1056538,four life,"the true story of the courageous family of four young gay men who lost their life to killer stephen port . facing police failing , they fought for justice for their loved one .","thriller and murder mystery , gripping , intense violent crime , suspenseful crime thriller",Drama
1004384,free willy,"when maladjusted orphan jesse vandalizes a theme park , he is placed with foster parent and must work at the park to make amends . there he meet willy , a young orca whale who ha been separated from his family . sensing kinship , they form a bond and , with the help of kindly whale trainer rae lindley , develop a routine of trick . however , greedy park owner dial soon catch wind of the duo and make plan to profit from them .","adorable animal and heartwarming family , holiday joy and heartwarming christmas , fairytale fantasy and enchanted magic , emotional and touching family drama , kid animated fun and adventure",Drama
1057839,my brother wife,"after almost 10 year of marriage , attractive zoe discovers that her marriage lack passion and surprise , and is seduced by the possibility of finding those sensation already forgotten in her husband brother . from this premise a series of event lead these three character to a dangerous game of revenge , secret and passion . two brother and one woman the triangle is outlined in a disquieting way . it is a bomb that trigger family secret , the contained rage of desire and the unmanageable power of love . an exciting story that subjugates the viewer from beginning to end . even though zoesonia ha been married to ignacioishan for about a decade , they are unable to have child . she want to be intimate but he prefers to be ready for intimacy on saturday only , and she get physically drawn to his artistic brother , gonzalorohan . then thing get complicated for her after she test positive for motherhood and find that her husband may be gay .","moving relationship story , erotic relationship and desire , enduring story of family and marital drama , passion and romance , heartbreaking and moving family drama , emotional and touching family drama",Drama
1015852,in the city of sylvia,a man return to a city to try to track down a woman he met six year earlier .,"humanity and the world around u , captivating relationship and charming romance",Drama
1068065,bhuj the pride of india,"set in the backdrop of the 1971 indopakistan war , the film tell the story of the iaf squadron leader vijay karnik , and his bravery , patriotism and determination .","war and historical adventure , high speed and special ops , military combat and heroic soldier , bravery in war , historical battle and epic heroism , superheroes in actionpacked battle with villain , explosive and actionpacked hero vs. villain",Drama
1027002,ill sleep when im dead,"will graham is a former london crime bos who ha left his former life to live a a recluse in the forest . haunted by the blood of those he ha murdered , will wish never to return . but when his brother commits suicide following a sexual assault at the hand of a volatile car dealer , will return to london to discover the cause of his brother death and administer justice to those responsible .","intense violence and sexual transgression , crime , drug and gangster , gritty crime and ruthless gangster , noir and dark crime drama , gripping , intense violent crime , violent crime and drug , heist and thrilling action",Drama
1003014,deepwater horizon,"a story set on the offshore drilling rig deepwater horizon , which exploded during april 2010 and created the worst oil spill in u.s. history .","high speed and special ops , disastrous voyage and heroic survival , superheroes in actionpacked battle with villain , dangerous technology and the apocalypse",Drama
1018287,rosewater,"in 2009 , iranian canadian journalist maziar bahari wa covering iran volatile election for newsweek . one of the few reporter living in the country with access to u medium , he made an appearance on the daily show with jon stewart , in a taped interview with comedian jason jones . the interview wa intended a satire , but if the tehran authority got the joke they didnt like it and it would quickly came back to haunt bahari when he wa rousted from his family home and thrown into prison .","politics and human right , riveting political and presidential drama , intense political and terrorist thriller , politics , propaganda , and political documentary , political drama , patriotism , and war",Drama
1002401,night of cabiria,"rome , 1957. a woman , cabiria , is robbed and left to drown by her boyfriend , giorgio . rescued , she resume her life and try her best to find happiness in a cynical world . even when she think her struggle are over and she ha found happiness and contentment , thing may not be what they seem .","humanity and the world around u , moving relationship story , captivating relationship and charming romance , passion and romance , surreal and thoughtprovoking vision of life and death , powerful story of heartbreak and suffering , powerful poetic and passionate drama",Drama
1072673,resistance,"it is 1944 and the dday invasion ha failed , germany army have successfully invaded england and the nazi warmachine is now heading west towards wale . a group of woman in an isolated welsh village near the english border wake up to discover all of the their husband have mysteriously vanished . they have headed into the mountain to join the resistance .","war and historical adventure , nazi and world war ii , military combat and heroic soldier , bravery in war , political drama , patriotism , and war , historical battle and epic heroism",Drama
1001750,rocky iii,"now the world champion , rocky balboa is living in luxury and only fighting opponent who pose no threat to him in the ring , until clubber lang challenge him to a bout . after taking a pounding from lang , the humbled champ turn to former bitter rival apollo creed for a rematch with lang .","epic hero , underdog fighting and boxing story",Drama
1000178,the lion king,"a young lion prince is cast out of his pride by his cruel uncle , who claim he killed his father . while the uncle rule with an iron paw , the prince grows up beyond the savannah , living by a philosophy no worry for the rest of your day . but when his past come to haunt him , the young prince must decide his fate will he remain an outcast or face his demon and become what he need to be ?","song and dance , humanity and the world around u , moving relationship story , fairytale fantasy and enchanted magic , adorable animal and heartwarming family , kid animated fun and adventure , emotional and captivating fantasy storytelling , emotional and touching family drama",Drama
1009480,michael,tabloid reporter are sent by their editor to investigate after the paper recieves a letter from a woman claiming an angel is living with her .,"relationship comedy , catchy song and hilarious musical comedy , charming romance and delightful chemistry , laughoutloud relationship entanglement , holiday joy and heartwarming christmas",Drama
1112915,anita b .,"after world war ii , anita , a young survivor of auschwitz , becomes involved in an intense and passionate affair that almost shatters her until she gain the strength to start a new life .","moving relationship story , powerful poetic and passionate drama , passion and romance , captivating relationship and charming romance , heartbreaking and moving family drama , tragic sadness and captivating beauty",Drama
1012808,if these wall could talk 2,"the story of three lesbian couple who live in the same house at different period of time who are at a crossroad in their life . in 1961 , edith loses her lover , abby , to a stroke . linda and amy struggle with feminist issue in 1972. and , in 2000 , kal and fran try to have a baby with the help of sperm donor .","moving relationship story , emotional lgbtq relationship , touching and sentimental family story , emotional teen comingofage story , powerful story of heartbreak and suffering , heartbreaking and moving family drama",Drama
1024899,murder at the gallop,"miss marple and mr. stringer are witness to the death by heart attack of elderly , rich mr. enderby . yet they have their doubt about what happened . the police dont believe them , thus leading miss marple to yet again investigate by herself .","thriller and murder mystery , intriguing and suspenseful murder mystery , suspenseful crime thriller , noir and dark crime drama",Drama
1026452,a perfect ending,"this intimate drama follows rebecca , a woman who ha kept her sexuality a secret from her friend but chooses to reveal it to a stranger . while rebecca revelation may not yield the result she expects , a perfect ending is still in reach .","moving relationship story , emotional lgbtq relationship , erotic relationship and desire , passion and romance , captivating relationship and charming romance , touching and sentimental family story",Drama
1025462,come a horseman,"ella connors is a single woman who get pressured to sell her failing cattle farm to her corrupt exsuitor , jacob ewing . she asks for help from her neighbor , frank athearn . a ella and frank fight back through stampede , jealousy , betrayal , and sabotage ... they eventually find love .","western , wild west outlaw and gunfight",Drama
1014855,butcher crossing,"in the 1870s , a young harvard dropout seek his destiny out west by tying his fate to a team of buffalo hunter led by a man named miller . together , they embark on a harrowing journey risking life and sanity .","western , western frontier drama with a touch of humor",Drama
1116641,dimension,"stephen is a brilliant young boy who life in england , in what appears to be the 1920sbut nothing in stephen life is quite a it seems . his world is turned upside down upon meeting a charismatic and inspirational professor at a garden party , who demonstrates to stephen and his friend what life would be like if they themselves were merely one , or two , dimensional being . he then proceeds to explain that by manipulating other dimension , time travel may actually be possible . a stephen life unfolds , event lead him to dedicate himself to turning the professor theory of time travel into reality . jealousy , love , obsession , temptation and greed surround him , influencing his fragile mind and the direction of his work .","monster , alien , scifi and the apocalypse , imaginative space odyssey and alien encounter",Drama
1011969,the legend of billie jean,"average texas teen , billie jean davy , is caught up in an odd fight for justice . she is usually followed and harrased around by local boy , who , one day , decide to trash her brother scooter for fun . the boy father refuse to pay them back the price of the scooter . the fight for fair is fair take the teen around the state and produce an unlikely hero .","underdog and coming of age , emotional teen comingofage story , teen friendship and comingofage , teen school antic and laughter , kid animated fun and adventure",Drama
1113424,straight into darkness,"the movie encompasses several different elementsthe peril of war , a touch of macabre , sadness and redemption .","war and historical adventure , horror , the undead and monster classic , military combat and heroic soldier , gory , gruesome , and slasher horror , terrifying , haunted , and supernatural horror , nazi and world war ii , gothic and eerie haunting horror",Drama
1026078,closet land,"a young writer is interrogated by a sadistic secret policeman . she is accused of embedding political message in her childrens story . the entire movie take place in one room , with only the two actor . the movie is set in an unidentified , modern police state .","intense violence and sexual transgression , challenging or sexual theme twist , graphic violence and brutal revenge , terrifying , haunted , and supernatural horror , politics , propaganda , and political documentary",Drama
1000070,good will hunting,"will hunting ha a geniuslevel iq but chooses to work a a janitor at mit . when he solves a difficult graduatelevel math problem , his talent are discovered by professor gerald lambeau , who decides to help the misguided youth reach his potential . when will is arrested for attacking a police officer , professor lambeau make a deal to get leniency for him if he will get treatment from therapist sean maguire .","moving relationship story , humanity and the world around u , powerful story of heartbreak and suffering , student comingofage challenge , touching and sentimental family story , emotional teen comingofage story , emotional and touching family drama",Drama
1017140,gainsbourg a heroic life,"a glimpse at the life of french singer serge gainsbourg , from growing up in 1940s nazioccupied paris through his successful songwriting year in the 1960s to his death in 1991 at the age of 62 .","song and dance , emotional life of renowned artist , fascinating , emotional story and documentary , powerful poetic and passionate drama , legendary musician and stardom , captivating relationship and charming romance",Drama
1079851,lucky no time for love,"mr. sekhri is the indian ambassador in russia , and his chief assistant is mr. negi . sekhri is widowed with a son named aditya , while negi is married and ha brought his wife , anjali , and two daughter , lucky and dhara , with him to russia . one day while going to school , luckys bicycle ha a flat tire ...","underdog and coming of age , bollywood emotional drama",Drama
1006617,friday night light,"a small , turbulent town in texas ob over their high school football team to an unhealthy degree . when the star tailback , boobie mile , is seriously injured during the first game of the season , all hope is lost , and the town dormant social problem begin to flare up . it is left to the inspiring ability of new coach gary gaines to instill in the other team member and , by proxy , the town itself a sense of selfrespect and honor .","underdog and coming of age , inspiring sport underdog story , emotional and touching family drama , underdog fighting and boxing story , touching and sentimental family story , student comingofage challenge",Drama
1017215,clark,"this is the incredible story behind sweden most notorious gangster , clark olofsson , whose infamous crime gave rise to the term stockholm syndrome .","crude humor and satire , heist and thrilling action",Drama
1006013,we are the best !,three girl in 1980s stockholm decide to form a punk band despite not having any instrument and being told by everyone that punk is dead .,"underdog and coming of age , student comingofage challenge , emotional teen comingofage story , teen school antic and laughter , dazzling vocal performance and musical",Drama
1024530,viceroy house,"in 1947 , lord mountbatten assumes the post of last viceroy , charged with handing india back to it people , living upstairs at the house which wa the home of british ruler , whilst 500 hindu , muslim and sikh servant lived downstairs .","epic history and literature , lavish drama and sumptuous royalty , passion and romance , captivating vision and shakespearean drama , intense political and terrorist thriller , riveting political and presidential drama",Drama
1008038,queen of katwe,a young girl overcomes her disadvantaged upbringing in the slum of uganda to become a chess master .,"moving relationship story , inspiring sport underdog story , emotional and touching family drama , powerful story of heartbreak and suffering , touching and sentimental family story , heartbreaking and moving family drama",Drama
1001014,wonder,"the story of august pullman a boy with facial difference who enters fifth grade , attending a mainstream elementary school for the first time .","moving relationship story , underdog and coming of age , emotional and touching family drama , touching and sentimental family story , student comingofage challenge , powerful story of heartbreak and suffering , heartbreaking and moving family drama",Drama
1043458,penthouse north,"a reclusive photojournalist life quietly in a new york penthouse , until a smooth but sadistic criminal looking for a hidden fortune enters her life .","thriller and murder mystery , suspenseful crime thriller",Drama
1023019,liberty height,"this semiautobiographical film by barry levinson follows various member of the kurtzman clan , a jewish family living in suburban baltimore during the 1950s . a teenaged ben completes high school , he fall for sylvia , a black classmate , creating inevitable tension . meanwhile , ben brother , van , attends college and becomes smitten with a mysterious woman while their father try to maintain his burlesque business .","underdog and coming of age , touching and sentimental family story , emotional and touching family drama , emotional teen comingofage story , heartbreaking and moving family drama , quirky and endearing relationship",Drama
1000874,lost highway,"a tormented jazz musician find himself lost in an enigmatic story involving murder , surveillance , gangster , doppelganger , and an impossible transformation inside a prison cell .","intense violence and sexual transgression , thriller and murder mystery , crime , drug and gangster , dreamlike , quirky , and surreal storytelling , gothic and eerie haunting horror , terrifying , haunted , and supernatural horror , twisted dark psychological thriller , surreal and thoughtprovoking vision of life and death",Drama
1014989,pride and prejudice,"mr. and mrs. bennet have five unmarried daughter , and mrs. bennet is especially eager to find suitable husband for them . when the rich single gentleman mr. bingley and mr. darcy come to live nearby , the bennet have high hope . but pride , prejudice and misunderstanding all combine to complicate their relationship and to make happiness difficult .","relationship comedy , charming romance and delightful chemistry , passion and romance , laughoutloud relationship entanglement , captivating relationship and charming romance , amusing joke and witty satire",Drama
1026179,nanban,"the plot of the film illustrates the embankment of two friend on a quest for a lost buddy , who wa once an optimistic and successful student . on their journey , they recount their college life and special moment that the three shared up until their lost friend secretly parted way after convocation . during their quest , the two encounter a rival classmate who once made a long forgotten bet with them , a funeral that go impossibly out of control , and a wedding they must crash .","song and dance , bollywood emotional drama",Drama
1008297,mr. holland opus,"in 1965 , passionate musician glenn holland take a day job a a high school music teacher , convinced it just a small obstacle on the road to his true calling writing a historic opus . a the decade roll by with the composition unwritten but generation of student inspired through his teaching , holland must redefine his life purpose .","underdog and coming of age , moving relationship story , student comingofage challenge , emotional and touching family drama , touching and sentimental family story , emotional life of renowned artist , legendary musician and stardom",Drama
1009598,meet john doe,"a a parting shot , fired reporter ann mitchell print a fake letter from unemployed john doe , who threatens suicide in protest of social ill . the paper is forced to rehire ann and hire john willoughby to impersonate doe . ann and her boss cynically milk the story for all it worth , until the madeup john doe philosophy start a whole political movement .","politics and human right , riveting political and presidential drama , politics , propaganda , and political documentary , racism and the powerful fight for justice , religious faith , sin , and forgiveness , political drama , patriotism , and war",Drama
1006514,joe,the roughhewn bos of a lumber crew court trouble when he step in to protect the youngest member of his team from an abusive father .,"intense violence and sexual transgression , violent crime and drug , gripping , intense violent crime , brutal , violent prison drama , powerful story of heartbreak and suffering , enduring story of family and marital drama",Drama
1005126,supernova,"sam and tusker , partner of 20 year , are traveling across england in their old rv visiting friend , family and place from their past . since tusker wa diagnosed with earlyonset dementia two year ago , their time together is the most important thing they have . a the trip progress , however , their idea for the future clash , secret come out , and their love for each other is tested a never before . ultimately , they must confront the question of what it mean to love one another in the face of tusker illness .","moving relationship story , powerful story of heartbreak and suffering , touching and sentimental family story , emotional lgbtq relationship , emotional and touching family drama , quirky and endearing relationship",Drama
1010239,sanshiro sugata,"the story of sanshiro , a strong stubborn youth , who travel into the city in order to learn jujutsu . however , upon his arrival he discovers a new form of selfdefence judo . the main character is based on shiro saigo , a legendary judoka .","epic hero , intense combat and martial art",Drama
1045943,maara,"when paaru see a fairy tale she heard from from a stranger a a child painted across the wall of a costal town , she go in search of the man who painted it maara .","humanity and the world around u , bollywood emotional drama",Drama
1013067,heart in atlantis,a widowed mother and her son change when a mysterious stranger enters their life .,"moving relationship story , emotional and touching family drama , touching and sentimental family story , powerful story of heartbreak and suffering , heartbreaking and moving family drama , emotional teen comingofage story",Drama
1033025,where hope grows,"calvin campbell is a former professional baseball player sent to an early retirement due to his panic attack at the plate . even though he had all the talent for the big league , he struggle with the curveballs life ha thrown him . today , he mindlessly sleepwalks through his day and the challenge of raising his teenager daughter . his life is in a slow downward spiral when it is suddenly awakened and invigorated by the most unlikely person produce , a youngman with down syndrome who work at the local grocery store .","moving relationship story , touching and sentimental family story , emotional and touching family drama , powerful story of heartbreak and suffering , heartbreaking and moving family drama , religious faith , sin , and forgiveness",Drama
1026513,ayothi,"a four member family from ayodhya , headed by conservative , religious patriarch , balram , his wife janaki , daughter shivani and son sonu go on a spiritual trip to rameswaram . thing get complicated when janki dy in an accident and the two kid endures at the hand of their fervently devout father . a rameswaram localite , friend of the cab driver involved , with his other friend decides to help the family in returning their mother remains to their homeland , despite all odds .","moving relationship story , emotional and touching family drama , powerful story of heartbreak and suffering , touching and sentimental family story",Drama
1014306,catch22,"pianosa island , italy , world war ii . bombardier john yossarian try to fulfill his duty , maintain sanity and return home a soon a possible , but incompetence and bureaucracy constantly stand in his way .","war and historical adventure , military combat and heroic soldier , amusing joke and witty satire",Drama
1011840,angelas ash,"based on the best selling autobiography by irish expat frank mccourt , angelas ash follows the experience of young frankie and his family a they try against all odds to escape the poverty endemic in the slum of prewar limerick . the film open with the family in brooklyn , but following the death of one of frankies sibling , they return home , only to find the situation there even worse . prejudice against frankies northern irish father make his search for employment in the republic difficult despite his having fought for the ira , and when he doe find money , he spends the money on drink .","moving relationship story , emotional and touching family drama , powerful story of heartbreak and suffering , heartbreaking and moving family drama , touching and sentimental family story , student comingofage challenge",Drama
1005658,black rain,"two new york cop get involved in a gang war between member of the yakuza , the japanese mafia . they arrest one of their killer and are ordered to escort him back to japan . however , in japan he manages to escape , and a they try to track him down , they get deeper and deeper into the japanese mafia scene and they have to learn that they can only win by playing the gamethe japanese way .","crime , drug and gangster , thriller and murder mystery , gritty crime and ruthless gangster , violent action , gun , and crime , suspenseful crime thriller , violent crime and drug , heist and thrilling action",Drama
1011464,a letter to three wife,"a letter is addressed to three wife from their best friend addie ross , announcing that she is running away with one of their husband but she doe not say which one .","relationship comedy , charming romance and delightful chemistry , enduring story of family and marital drama , passion and romance",Drama
1010118,caf lumire,"making her way through life by forming superficial relationship , yoko keep everyone at arm length , whether it her father and stepmother or hajime , the owner of a small bookstore who could be the father of her unborn child . yoko seems most at home when shes riding the train , speeding around the city with only her thought to entertain her .","moving relationship story , tragic sadness and captivating beauty , heartbreaking and moving family drama",Drama
1011337,the outfit,a twobit criminal take on the mafia to avenge his brother death . earl macklin is a small time criminal who is released from prison after an unsuccessful bank robbery only to discover that a pair of gunman killed his brother .,"crime , drug and gangster , heist and thrilling action , violent action , gun , and crime , gritty crime and ruthless gangster , adrenalinefueled action and fast car , explosive and actionpacked hero vs. villain",Drama
1000451,rocky,"when world heavyweight boxing champion , apollo creed want to give an unknown fighter a shot at the title a a publicity stunt , his handler choose palooka rocky balboa , an uneducated collector for a philadelphia loan shark . rocky team up with trainer mickey goldmill to make the most of this once in a lifetime break .","moving relationship story , underdog fighting and boxing story",Drama
1066655,alice jack,"when alice and jack first meet , they have a connection so powerful it seems nothing can break it , but can they find happiness together , or will their own emotional complexity get in the way ?","moving relationship story , passion and romance , touching and sentimental family story , heartbreaking and moving family drama , powerful story of heartbreak and suffering , enduring story of family and marital drama",Drama
1002176,nosferatu the vampyre,"jonathan harker , a real estate agent , go to transylvania to visit the mysterious count dracula and formalize the purchase of a property in wismar . once jonathan is caught under his evil spell , dracula travel to wismar where he meet the beautiful lucy , jonathan wife , while a plague spread through the town , now ruled by death .","horror , the undead and monster classic , humanity and the world around u , creepy , chilling , and terrifying horror , terrifying , haunted , and supernatural horror , gothic and eerie haunting horror , bloody vampire horror , surreal and thoughtprovoking vision of life and death",Drama
1054192,moll flanders,"the daughter of a thief , young moll is placed in the care of a nunnery after the execution of her mother . however , the action of an abusive priest lead moll to rebel a a teenager , escaping to the dangerous street of london . further misfortune drive her to accept a job a a prostitute from the conniving mrs. allworthy . it is there that moll first meet hibble , who is working a allworthys servant but take a special interest in the young woman wellbeing . with his help , she retains hope for the future , ultimately falling in love with an unconventional artist who promise the possibility of romantic happiness .","moving relationship story , heartbreaking and moving family drama , passion and romance , touching and sentimental family story , captivating relationship and charming romance , powerful story of heartbreak and suffering",Drama
1001112,white noise,"jack gladney , professor of hitler study at thecollegeonthehill , husband to babette , and father to four childrenstepchildren , is torn asunder by a chemical spill from a rail car that release an airborne toxic event , forcing jack to confront his biggest fear his own mortality .","humanity and the world around u , dreamlike , quirky , and surreal storytelling , surreal and thoughtprovoking vision of life and death , quirky and endearing relationship",Drama
1029240,the colour of magic,"a rincewind involuntarily becomes a guide to the naive tourist twoflower , they find themselves forced to flee the city of ankhmorpork to escape a terrible fire , and begin on a journey across the disc . unknown to them , their journey and fate is being decided by the god playing a board game the whole time .","crude humor and satire , fantasy adventure , heroism , and swordplay , amusing joke and witty satire",Drama
1034410,fail safe,cold war tension climb to a fever pitch when a u.s. bomber is accidentally ordered to drop a nuclear warhead on moscow .,"politics and human right , intense political and terrorist thriller , dangerous technology and the apocalypse , air pilot heroism and survival , politics , propaganda , and political documentary , riveting political and presidential drama",Drama
1026292,jolene,a teenage orphan spends ten year traveling to experience life .,"moving relationship story , erotic relationship and desire , emotional teen comingofage story , challenging or sexual theme twist , passion and romance , heartbreaking and moving family drama",Drama
1003009,sweet smell of success,"new york city newspaper writer j.j. hunsecker hold considerable sway over public opinion with his broadway column , but one thing that he cant control is his younger sister , susan , who is in a relationship with aspiring jazz guitarist steve dallas . hunsecker strongly disproves of the romance and recruit publicist sidney falco to find a way to split the couple , no matter how ruthless the method .","moving relationship story , gritty crime and ruthless gangster , violent crime and drug",Drama
1004862,caravaggio,"a influential italian artist caravaggio dy in exile in 1610 , he recall his short life , from his childhood to his initial artistic failure to his later triumph a he catch the eye of a sympathetic cardinal to his destructive relationship with a dashing gambler .","humanity and the world around u , powerful poetic and passionate drama , erotic relationship and desire , emotional life of renowned artist",Drama
